station_id,station_name,measured_at,parameter,value,text_value,unit,fetched_at
y0wgpaembO,Trg žrtava fašizma 8,2026-09-13T01:00,O3,6.7,,µg/m³,2026-09-13T00:02:24+00:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-13T01:00,CO,350.6,,µg/m³,2026-09-13T00:02:24+00:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-13T01:00,SO2,6.6,,µg/m³,2026-09-13T00:02:24+00:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-13T01:00,PM10,8.9,,µg/m³,2026-09-13T00:02:24+00:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-13T01:00,PM2.5,4.6,,µg/m³,2026-09-13T00:02:24+00:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-13T01:00,Temperatura,12.2,,°C,2026-09-13T00:02:24+00:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-13T01:00,Vlažnost,91.4,,%,2026-09-13T00:02:24+00:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-13T01:00,Buka,61.2,,dB,2026-09-13T00:02:24+00:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-13T01:00,EAQI kategorija,,Dobro,,2026-09-13T00:02:24+00:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-13T01:00,CH3SH,5.0,,µg/m³,2026-09-13T00:02:25+00:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-13T01:00,SO2,5.0,,µg/m³,2026-09-13T00:02:25+00:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-13T01:00,NH3,6.5,,µg/m³,2026-09-13T00:02:25+00:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-13T01:00,H2S,6.3,,µg/m³,2026-09-13T00:02:25+00:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-13T01:00,Temperatura,11.3,,°C,2026-09-13T00:02:25+00:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-13T01:00,Vlažnost,94.6,,%,2026-09-13T00:02:25+00:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-13T01:00,Vjetar,,,,2026-09-13T00:02:25+00:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-13T01:00,Oborine,0.0,,mm,2026-09-13T00:02:25+00:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-13T01:00,EAQI kategorija,,Dobro,,2026-09-13T00:02:25+00:00
