station_id,station_name,measured_at,parameter,value,text_value,unit,fetched_at
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,NO2,0.1,,µg/m³,2026-09-18T08:14:00+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,O3,11.2,,µg/m³,2026-09-18T08:14:00+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,CO,118.6,,µg/m³,2026-09-18T08:14:00+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,SO2,3.8,,µg/m³,2026-09-18T08:14:00+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,PM10,8.0,,µg/m³,2026-09-18T08:14:00+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,PM2.5,5.9,,µg/m³,2026-09-18T08:14:00+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,Temperatura,15.2,,°C,2026-09-18T08:14:00+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,Vlažnost,89.8,,%,2026-09-18T08:14:00+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,Buka,60.8,,dB,2026-09-18T08:14:00+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T07:00,EAQI kategorija,,Dobro,,2026-09-18T08:14:00+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,NO2,37.7,,µg/m³,2026-09-18T08:14:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,O3,5.8,,µg/m³,2026-09-18T08:14:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,CO,365.6,,µg/m³,2026-09-18T08:14:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,SO2,6.1,,µg/m³,2026-09-18T08:14:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,PM10,5.2,,µg/m³,2026-09-18T08:14:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,PM2.5,3.5,,µg/m³,2026-09-18T08:14:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,Temperatura,13.8,,°C,2026-09-18T08:14:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,Vlažnost,96.6,,%,2026-09-18T08:14:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,Buka,67.1,,dB,2026-09-18T08:14:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T07:00,EAQI kategorija,,Dobro,,2026-09-18T08:14:02+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T07:00,CH3SH,5.2,,µg/m³,2026-09-18T08:14:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T07:00,SO2,5.0,,µg/m³,2026-09-18T08:14:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T07:00,NH3,6.6,,µg/m³,2026-09-18T08:14:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T07:00,H2S,4.4,,µg/m³,2026-09-18T08:14:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T07:00,Temperatura,13.7,,°C,2026-09-18T08:14:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T07:00,Vlažnost,98.0,,%,2026-09-18T08:14:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T07:00,Vjetar,,,,2026-09-18T08:14:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T07:00,Oborine,0.0,,mm,2026-09-18T08:14:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T07:00,EAQI kategorija,,Dobro,,2026-09-18T08:14:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,NO2,0.1,,µg/m³,2026-09-18T08:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,O3,11.5,,µg/m³,2026-09-18T08:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,CO,118.2,,µg/m³,2026-09-18T08:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,SO2,3.8,,µg/m³,2026-09-18T08:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,PM10,7.9,,µg/m³,2026-09-18T08:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,PM2.5,5.8,,µg/m³,2026-09-18T08:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,Temperatura,15.2,,°C,2026-09-18T08:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,Vlažnost,89.8,,%,2026-09-18T08:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,Buka,60.8,,dB,2026-09-18T08:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T08:00,EAQI kategorija,,Dobro,,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,NO2,37.7,,µg/m³,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,O3,5.8,,µg/m³,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,CO,365.6,,µg/m³,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,SO2,6.1,,µg/m³,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,PM10,5.2,,µg/m³,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,PM2.5,3.5,,µg/m³,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,Temperatura,13.8,,°C,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,Vlažnost,96.6,,%,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,Buka,67.1,,dB,2026-09-18T08:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T08:00,EAQI kategorija,,Dobro,,2026-09-18T08:39:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T08:00,CH3SH,5.2,,µg/m³,2026-09-18T08:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T08:00,SO2,5.0,,µg/m³,2026-09-18T08:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T08:00,NH3,6.7,,µg/m³,2026-09-18T08:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T08:00,H2S,4.4,,µg/m³,2026-09-18T08:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T08:00,Temperatura,13.7,,°C,2026-09-18T08:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T08:00,Vlažnost,98.0,,%,2026-09-18T08:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T08:00,Vjetar,,,,2026-09-18T08:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T08:00,Oborine,0.0,,mm,2026-09-18T08:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T08:00,EAQI kategorija,,Dobro,,2026-09-18T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,NO2,0.0,,µg/m³,2026-09-18T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,O3,13.3,,µg/m³,2026-09-18T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,CO,109.8,,µg/m³,2026-09-18T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,SO2,3.8,,µg/m³,2026-09-18T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,PM10,7.0,,µg/m³,2026-09-18T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,PM2.5,5.2,,µg/m³,2026-09-18T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,Temperatura,15.4,,°C,2026-09-18T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,Vlažnost,88.2,,%,2026-09-18T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,Buka,60.8,,dB,2026-09-18T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-18T09:00,EAQI kategorija,,Dobro,,2026-09-18T09:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,NO2,38.0,,µg/m³,2026-09-18T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,O3,8.5,,µg/m³,2026-09-18T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,CO,348.4,,µg/m³,2026-09-18T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,SO2,5.9,,µg/m³,2026-09-18T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,PM10,4.3,,µg/m³,2026-09-18T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,PM2.5,3.1,,µg/m³,2026-09-18T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,Temperatura,13.8,,°C,2026-09-18T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,Vlažnost,96.6,,%,2026-09-18T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,Buka,67.3,,dB,2026-09-18T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-18T09:00,EAQI kategorija,,Dobro,,2026-09-18T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T09:00,CH3SH,5.1,,µg/m³,2026-09-18T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T09:00,SO2,5.0,,µg/m³,2026-09-18T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T09:00,NH3,7.0,,µg/m³,2026-09-18T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T09:00,H2S,4.1,,µg/m³,2026-09-18T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T09:00,Temperatura,13.9,,°C,2026-09-18T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T09:00,Vlažnost,98.1,,%,2026-09-18T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T09:00,Vjetar,,,,2026-09-18T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T09:00,Oborine,0.0,,mm,2026-09-18T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-18T09:00,EAQI kategorija,,Dobro,,2026-09-18T09:39:04+02:00
