station_id,station_name,measured_at,parameter,value,text_value,unit,fetched_at
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T09:00,Buka,60.6,,dB,2026-09-23T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T09:00,EAQI kategorija,,Dobro,,2026-09-23T09:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,NO2,47.8,,µg/m³,2026-09-23T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,O3,2.7,,µg/m³,2026-09-23T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,CO,449.5,,µg/m³,2026-09-23T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,SO2,6.0,,µg/m³,2026-09-23T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,PM10,9.8,,µg/m³,2026-09-23T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,PM2.5,5.6,,µg/m³,2026-09-23T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,Temperatura,8.8,,°C,2026-09-23T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,Vlažnost,87.8,,%,2026-09-23T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,Buka,67.5,,dB,2026-09-23T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T09:00,EAQI kategorija,,Prihvatljivo,,2026-09-23T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T09:00,CH3SH,4.6,,µg/m³,2026-09-23T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T09:00,SO2,4.9,,µg/m³,2026-09-23T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T09:00,NH3,6.8,,µg/m³,2026-09-23T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T09:00,H2S,4.5,,µg/m³,2026-09-23T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T09:00,Temperatura,8.8,,°C,2026-09-23T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T09:00,Vlažnost,89.3,,%,2026-09-23T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T09:00,Vjetar,,,,2026-09-23T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T09:00,Oborine,0.0,,mm,2026-09-23T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T09:00,EAQI kategorija,,Dobro,,2026-09-23T09:39:05+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,NO2,0.2,,µg/m³,2026-09-23T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,O3,40.5,,µg/m³,2026-09-23T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,CO,125.5,,µg/m³,2026-09-23T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,SO2,3.9,,µg/m³,2026-09-23T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,PM10,10.0,,µg/m³,2026-09-23T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,PM2.5,5.7,,µg/m³,2026-09-23T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,Temperatura,17.1,,°C,2026-09-23T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,Vlažnost,59.1,,%,2026-09-23T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,Buka,62.0,,dB,2026-09-23T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-23T10:00,EAQI kategorija,,Dobro,,2026-09-23T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,NO2,46.1,,µg/m³,2026-09-23T10:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,O3,8.8,,µg/m³,2026-09-23T10:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,CO,388.5,,µg/m³,2026-09-23T10:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,SO2,5.6,,µg/m³,2026-09-23T10:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,PM10,7.6,,µg/m³,2026-09-23T10:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,PM2.5,4.6,,µg/m³,2026-09-23T10:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,Temperatura,11.7,,°C,2026-09-23T10:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,Vlažnost,79.6,,%,2026-09-23T10:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,Buka,67.3,,dB,2026-09-23T10:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-23T10:00,EAQI kategorija,,Prihvatljivo,,2026-09-23T10:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T10:00,CH3SH,4.9,,µg/m³,2026-09-23T10:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T10:00,SO2,4.8,,µg/m³,2026-09-23T10:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T10:00,NH3,6.9,,µg/m³,2026-09-23T10:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T10:00,H2S,0.7,,µg/m³,2026-09-23T10:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T10:00,Temperatura,12.7,,°C,2026-09-23T10:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T10:00,Vlažnost,77.1,,%,2026-09-23T10:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T10:00,Vjetar,,,,2026-09-23T10:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T10:00,Oborine,0.0,,mm,2026-09-23T10:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-23T10:00,EAQI kategorija,,Dobro,,2026-09-23T10:39:05+02:00
