station_id,station_name,measured_at,parameter,value,text_value,unit,fetched_at
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T07:00,CH3SH,5.5,,µg/m³,2026-09-21T08:06:30+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T07:00,SO2,5.1,,µg/m³,2026-09-21T08:06:30+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T07:00,NH3,7.1,,µg/m³,2026-09-21T08:06:30+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T07:00,H2S,4.0,,µg/m³,2026-09-21T08:06:30+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T07:00,Temperatura,15.9,,°C,2026-09-21T08:06:30+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T07:00,Vlažnost,91.4,,%,2026-09-21T08:06:30+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T07:00,Vjetar,,,,2026-09-21T08:06:30+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T07:00,Oborine,0.0,,mm,2026-09-21T08:06:30+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T07:00,EAQI kategorija,,Dobro,,2026-09-21T08:06:30+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,NO2,2.8,,µg/m³,2026-09-21T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,O3,49.1,,µg/m³,2026-09-21T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,CO,73.2,,µg/m³,2026-09-21T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,SO2,3.9,,µg/m³,2026-09-21T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,PM10,3.5,,µg/m³,2026-09-21T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,PM2.5,1.9,,µg/m³,2026-09-21T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,Temperatura,18.6,,°C,2026-09-21T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,Vlažnost,67.6,,%,2026-09-21T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,Buka,60.7,,dB,2026-09-21T08:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T08:00,EAQI kategorija,,Dobro,,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,NO2,46.4,,µg/m³,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,O3,19.8,,µg/m³,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,CO,337.7,,µg/m³,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,SO2,4.9,,µg/m³,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,PM10,8.4,,µg/m³,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,PM2.5,2.4,,µg/m³,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,Temperatura,17.4,,°C,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,Vlažnost,74.5,,%,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,Buka,68.5,,dB,2026-09-21T08:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T08:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T08:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T08:00,CH3SH,5.6,,µg/m³,2026-09-21T08:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T08:00,SO2,5.1,,µg/m³,2026-09-21T08:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T08:00,NH3,6.8,,µg/m³,2026-09-21T08:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T08:00,H2S,3.8,,µg/m³,2026-09-21T08:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T08:00,Temperatura,16.1,,°C,2026-09-21T08:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T08:00,Vlažnost,90.9,,%,2026-09-21T08:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T08:00,Vjetar,,,,2026-09-21T08:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T08:00,Oborine,0.0,,mm,2026-09-21T08:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T08:00,EAQI kategorija,,Dobro,,2026-09-21T08:39:05+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,NO2,6.2,,µg/m³,2026-09-21T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,O3,50.4,,µg/m³,2026-09-21T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,CO,79.3,,µg/m³,2026-09-21T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,SO2,3.9,,µg/m³,2026-09-21T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,PM10,6.3,,µg/m³,2026-09-21T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,PM2.5,3.3,,µg/m³,2026-09-21T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,Temperatura,19.2,,°C,2026-09-21T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,Vlažnost,61.5,,%,2026-09-21T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,Buka,61.0,,dB,2026-09-21T09:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T09:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T09:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,NO2,51.3,,µg/m³,2026-09-21T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,O3,12.3,,µg/m³,2026-09-21T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,CO,305.4,,µg/m³,2026-09-21T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,SO2,5.0,,µg/m³,2026-09-21T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,PM10,8.7,,µg/m³,2026-09-21T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,PM2.5,3.5,,µg/m³,2026-09-21T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,Temperatura,17.8,,°C,2026-09-21T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,Vlažnost,70.4,,%,2026-09-21T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,Buka,67.7,,dB,2026-09-21T09:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T09:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T09:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T09:00,CH3SH,4.6,,µg/m³,2026-09-21T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T09:00,SO2,4.8,,µg/m³,2026-09-21T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T09:00,NH3,6.2,,µg/m³,2026-09-21T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T09:00,H2S,0.5,,µg/m³,2026-09-21T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T09:00,Temperatura,17.3,,°C,2026-09-21T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T09:00,Vlažnost,81.0,,%,2026-09-21T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T09:00,Vjetar,,,,2026-09-21T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T09:00,Oborine,0.0,,mm,2026-09-21T09:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T09:00,EAQI kategorija,,Dobro,,2026-09-21T09:39:05+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,NO2,9.0,,µg/m³,2026-09-21T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,O3,51.5,,µg/m³,2026-09-21T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,CO,98.7,,µg/m³,2026-09-21T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,SO2,3.9,,µg/m³,2026-09-21T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,PM10,7.3,,µg/m³,2026-09-21T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,PM2.5,3.7,,µg/m³,2026-09-21T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,Temperatura,19.8,,°C,2026-09-21T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,Vlažnost,59.9,,%,2026-09-21T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,Buka,61.6,,dB,2026-09-21T10:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T10:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,NO2,43.2,,µg/m³,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,O3,24.5,,µg/m³,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,CO,258.9,,µg/m³,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,SO2,5.1,,µg/m³,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,PM10,7.9,,µg/m³,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,PM2.5,3.5,,µg/m³,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,Temperatura,18.0,,°C,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,Vlažnost,67.9,,%,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,Buka,68.0,,dB,2026-09-21T10:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T10:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T10:39:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T10:00,CH3SH,5.0,,µg/m³,2026-09-21T10:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T10:00,SO2,4.8,,µg/m³,2026-09-21T10:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T10:00,NH3,6.3,,µg/m³,2026-09-21T10:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T10:00,H2S,0.0,,µg/m³,2026-09-21T10:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T10:00,Temperatura,17.9,,°C,2026-09-21T10:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T10:00,Vlažnost,70.8,,%,2026-09-21T10:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T10:00,Vjetar,,,,2026-09-21T10:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T10:00,Oborine,0.0,,mm,2026-09-21T10:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T10:00,EAQI kategorija,,Dobro,,2026-09-21T10:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,NO2,12.1,,µg/m³,2026-09-21T11:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,O3,53.9,,µg/m³,2026-09-21T11:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,CO,105.9,,µg/m³,2026-09-21T11:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,SO2,3.9,,µg/m³,2026-09-21T11:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,PM10,8.5,,µg/m³,2026-09-21T11:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,PM2.5,4.4,,µg/m³,2026-09-21T11:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,Temperatura,20.2,,°C,2026-09-21T11:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,Vlažnost,56.5,,%,2026-09-21T11:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,Buka,61.3,,dB,2026-09-21T11:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T11:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T11:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,NO2,46.3,,µg/m³,2026-09-21T11:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,O3,24.5,,µg/m³,2026-09-21T11:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,CO,267.6,,µg/m³,2026-09-21T11:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,SO2,5.3,,µg/m³,2026-09-21T11:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,PM10,8.9,,µg/m³,2026-09-21T11:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,PM2.5,4.3,,µg/m³,2026-09-21T11:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,Temperatura,18.1,,°C,2026-09-21T11:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,Vlažnost,63.7,,%,2026-09-21T11:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,Buka,67.9,,dB,2026-09-21T11:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T11:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T11:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T11:00,CH3SH,5.1,,µg/m³,2026-09-21T11:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T11:00,SO2,4.8,,µg/m³,2026-09-21T11:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T11:00,NH3,6.9,,µg/m³,2026-09-21T11:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T11:00,H2S,0.0,,µg/m³,2026-09-21T11:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T11:00,Temperatura,18.0,,°C,2026-09-21T11:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T11:00,Vlažnost,65.5,,%,2026-09-21T11:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T11:00,Vjetar,,,,2026-09-21T11:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T11:00,Oborine,0.0,,mm,2026-09-21T11:39:05+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T11:00,EAQI kategorija,,Dobro,,2026-09-21T11:39:05+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,NO2,12.1,,µg/m³,2026-09-21T12:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,O3,61.8,,µg/m³,2026-09-21T12:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,CO,94.3,,µg/m³,2026-09-21T12:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,SO2,3.9,,µg/m³,2026-09-21T12:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,PM10,8.5,,µg/m³,2026-09-21T12:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,PM2.5,4.4,,µg/m³,2026-09-21T12:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,Temperatura,20.5,,°C,2026-09-21T12:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,Vlažnost,52.7,,%,2026-09-21T12:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,Buka,62.0,,dB,2026-09-21T12:39:03+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T12:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T12:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,NO2,51.2,,µg/m³,2026-09-21T12:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,O3,24.2,,µg/m³,2026-09-21T12:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,CO,279.9,,µg/m³,2026-09-21T12:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,SO2,5.2,,µg/m³,2026-09-21T12:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,PM10,8.4,,µg/m³,2026-09-21T12:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,PM2.5,4.7,,µg/m³,2026-09-21T12:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,Temperatura,18.5,,°C,2026-09-21T12:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,Vlažnost,58.7,,%,2026-09-21T12:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,Buka,68.2,,dB,2026-09-21T12:39:04+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T12:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T12:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T12:00,CH3SH,4.9,,µg/m³,2026-09-21T12:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T12:00,SO2,4.8,,µg/m³,2026-09-21T12:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T12:00,NH3,6.7,,µg/m³,2026-09-21T12:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T12:00,H2S,0.0,,µg/m³,2026-09-21T12:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T12:00,Temperatura,18.2,,°C,2026-09-21T12:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T12:00,Vlažnost,61.1,,%,2026-09-21T12:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T12:00,Vjetar,,,,2026-09-21T12:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T12:00,Oborine,0.0,,mm,2026-09-21T12:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T12:00,EAQI kategorija,,Dobro,,2026-09-21T12:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,NO2,16.3,,µg/m³,2026-09-21T13:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,O3,65.2,,µg/m³,2026-09-21T13:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,CO,99.5,,µg/m³,2026-09-21T13:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,SO2,3.9,,µg/m³,2026-09-21T13:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,PM10,10.2,,µg/m³,2026-09-21T13:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,PM2.5,5.1,,µg/m³,2026-09-21T13:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,Temperatura,20.6,,°C,2026-09-21T13:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,Vlažnost,50.7,,%,2026-09-21T13:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,Buka,63.1,,dB,2026-09-21T13:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T13:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T13:39:02+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,NO2,48.6,,µg/m³,2026-09-21T13:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,O3,29.8,,µg/m³,2026-09-21T13:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,CO,257.7,,µg/m³,2026-09-21T13:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,SO2,5.3,,µg/m³,2026-09-21T13:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,PM10,10.2,,µg/m³,2026-09-21T13:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,PM2.5,5.2,,µg/m³,2026-09-21T13:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,Temperatura,18.7,,°C,2026-09-21T13:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,Vlažnost,56.4,,%,2026-09-21T13:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,Buka,69.0,,dB,2026-09-21T13:39:03+02:00
y0wgpaembO,Trg žrtava fašizma 8,2026-09-21T13:00,EAQI kategorija,,Prihvatljivo,,2026-09-21T13:39:03+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T13:00,CH3SH,5.3,,µg/m³,2026-09-21T13:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T13:00,SO2,4.9,,µg/m³,2026-09-21T13:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T13:00,NH3,7.5,,µg/m³,2026-09-21T13:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T13:00,H2S,0.0,,µg/m³,2026-09-21T13:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T13:00,Temperatura,18.4,,°C,2026-09-21T13:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T13:00,Vlažnost,59.5,,%,2026-09-21T13:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T13:00,Vjetar,,,,2026-09-21T13:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T13:00,Oborine,0.0,,mm,2026-09-21T13:39:04+02:00
rWwjvJVwyR,Kolodvorska ulica,2026-09-21T13:00,EAQI kategorija,,Dobro,,2026-09-21T13:39:04+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,NO2,17.7,,µg/m³,2026-09-21T14:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,O3,68.3,,µg/m³,2026-09-21T14:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,CO,102.8,,µg/m³,2026-09-21T14:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,SO2,3.9,,µg/m³,2026-09-21T14:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,PM10,12.2,,µg/m³,2026-09-21T14:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,PM2.5,5.5,,µg/m³,2026-09-21T14:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,Temperatura,21.3,,°C,2026-09-21T14:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,Vlažnost,50.0,,%,2026-09-21T14:39:02+02:00
BpoVZnko4a,Trg Ivana Pavla II,2026-09-21T14:00,Buka,61.8,,dB,2026-09-21T14:39:02+02:00
